id,title,source,price,currency,listing_created_on,is_active,last_modified_timestamp
129489,Rowe-Clark,Zillow,1210.75,USD,07/10/2024,TRUE,08/09/2024
129490,Smith-Dougherty,Realtor,3913.97,EUR,20/10/2020,FALSE,23/07/2023
129491,"Foley, Garcia and Bird",Apartments.com,1057.39,INR,28/03/2024,FALSE,11/05/2022
129492,"Lopez, Allen and Moses",Realtor,1817.67,USD,03/12/2024,FALSE,08/10/2021
129493,Mitchell-Mcguire,Airbnb,3139.8,EUR,22/05/2022,FALSE,30/11/2024
129494,"Tran, Grant and Wilcox",Craigslist,3437.36,EUR,27/02/2023,FALSE,25/08/2024
129495,Anderson-Robertson,Realtor,3703.18,USD,21/12/2022,TRUE,27/02/2023
129496,"Stephens, Anderson and Thomas",Zillow,3513.11,INR,06/08/2023,TRUE,10/02/2021
129497,Jenkins-White,Apartments.com,1324.79,EUR,07/01/2024,TRUE,01/03/2025
129498,"Gross, Mann and Myers",Airbnb,3815.56,INR,21/02/2025,FALSE,09/08/2023
129499,"Knight, Thomas and Martin",Apartments.com,1832.4,INR,14/11/2022,TRUE,13/07/2020
129500,"Fischer, Allen and Ortiz",Realtor,3289.48,EUR,11/11/2024,TRUE,21/02/2022
129501,Mcbride-Webb,Apartments.com,3290.14,USD,08/09/2022,FALSE,26/06/2022
129502,Pham and Sons,Airbnb,4723.97,EUR,02/08/2022,FALSE,08/05/2020
129503,Munoz-Reed,Craigslist,1429.63,USD,07/01/2022,FALSE,16/10/2021
129504,Smith-Harris,Craigslist,4821.64,USD,21/01/2022,TRUE,24/01/2024
129505,Lopez Ltd,Craigslist,1201.98,EUR,29/06/2020,FALSE,07/01/2024
129506,Love-Wong,Realtor,4113.09,EUR,25/03/2020,TRUE,23/04/2021
129507,Miller-Phelps,Realtor,1194.33,EUR,25/07/2021,TRUE,15/07/2022
129508,"Todd, Elliott and Leon",Airbnb,1560.7,USD,13/07/2020,TRUE,26/03/2020
129509,"Terry, Roberts and Thompson",Apartments.com,2621.03,EUR,02/03/2023,TRUE,03/04/2023
129510,"Townsend, Harrison and Larson",Realtor,2299.51,USD,07/01/2023,TRUE,10/12/2020
129511,Benton Group,Realtor,1137.67,INR,08/11/2023,TRUE,21/01/2022
129512,"Stone, Harrington and Martin",Apartments.com,1035.83,USD,21/08/2021,FALSE,14/04/2022
129513,"Greene, Hughes and Barrett",Airbnb,3128.48,EUR,09/04/2022,TRUE,28/02/2024
129514,"Shields, Nicholson and Fox",Craigslist,3354.06,EUR,01/11/2020,FALSE,05/01/2023
129515,"Villanueva, Morton and Miller",Realtor,1437.61,INR,07/10/2024,FALSE,27/06/2022
129516,James PLC,Apartments.com,1449.73,EUR,30/12/2022,FALSE,23/12/2023
129517,Owens PLC,Airbnb,2740.1,INR,10/01/2025,FALSE,01/05/2020
129518,Williams-Lawson,Apartments.com,3134.91,INR,23/12/2022,FALSE,23/06/2022
129519,Leon-Reed,Apartments.com,3036.12,INR,23/07/2022,TRUE,16/09/2024
129520,Bailey Ltd,Airbnb,2805.74,EUR,07/11/2022,TRUE,05/04/2021
129521,Vega-Carey,Craigslist,3591.44,EUR,26/02/2024,TRUE,08/02/2024
129522,Pruitt-Ibarra,Realtor,1169.92,EUR,09/01/2024,FALSE,03/05/2023
129523,"Blackburn, Ramirez and Ferrell",Zillow,2776.99,INR,03/12/2024,TRUE,12/10/2022
129524,Butler-Richmond,Zillow,3702.82,EUR,10/10/2024,FALSE,12/09/2023
129525,"Torres, Johnston and Gonzalez",Airbnb,2286.2,EUR,27/10/2022,TRUE,04/11/2023
129526,Parsons-Smith,Craigslist,4201.03,EUR,27/05/2024,TRUE,03/11/2022
129527,"Smith, Ponce and Brown",Realtor,3064.12,USD,31/03/2023,FALSE,22/03/2025
129528,Morris and Sons,Airbnb,2207.01,INR,28/07/2022,TRUE,28/08/2023
129529,"Mcmahon, Jones and Walsh",Airbnb,1271.42,EUR,18/08/2023,TRUE,27/11/2022
129530,"Anderson, Orozco and King",Realtor,1963.24,INR,12/02/2023,FALSE,23/06/2023
129531,Jones and Sons,Realtor,3538.81,INR,07/12/2021,FALSE,23/12/2023
129532,Wilson PLC,Zillow,3173.55,USD,01/01/2020,FALSE,25/06/2023
129533,Hoffman-Gill,Craigslist,2436.46,INR,14/11/2022,TRUE,10/10/2020
129534,Sosa-Acosta,Zillow,1355.5,USD,09/10/2020,TRUE,16/12/2022
129535,"Holmes, Lewis and Lutz",Zillow,1820.32,USD,25/02/2022,FALSE,04/10/2020
129536,"Obrien, Rowe and Hester",Realtor,2144.62,INR,28/03/2022,FALSE,03/06/2022
129537,"Lopez, Juarez and Boyle",Craigslist,2274.38,INR,11/12/2021,FALSE,16/06/2023
129538,"Vega, Steele and Moreno",Realtor,4483.89,INR,12/03/2021,TRUE,04/01/2023
129539,Roman-Coleman,Zillow,3224.53,INR,30/06/2023,TRUE,28/03/2023
129540,Mcguire-Hodge,Apartments.com,1994.44,USD,09/04/2023,TRUE,01/04/2022
129541,Haas-Atkinson,Realtor,1066.45,EUR,21/03/2020,TRUE,18/02/2025
129542,"Ingram, Moore and Rogers",Craigslist,2083.17,INR,19/10/2024,FALSE,01/11/2024
129543,Wyatt Ltd,Craigslist,1641.95,USD,20/02/2020,TRUE,24/12/2023
129544,Ortiz-Proctor,Realtor,3243.66,EUR,05/12/2022,TRUE,13/02/2020
129545,Strickland-Frederick,Realtor,1671.72,INR,20/08/2021,TRUE,15/09/2022
129546,Burgess-Johnson,Apartments.com,1188.42,USD,21/02/2020,FALSE,05/03/2024
129547,Lutz and Sons,Realtor,3390.97,EUR,08/03/2021,FALSE,25/11/2023
129548,"Bradshaw, Weaver and Ingram",Craigslist,1858.32,INR,11/03/2023,FALSE,12/09/2021
129549,"Taylor, Hendrix and Ellis",Realtor,4972.3,EUR,24/06/2021,FALSE,09/02/2025
129550,Chavez PLC,Apartments.com,1188.5,EUR,25/04/2020,TRUE,03/11/2024
129551,Morgan Ltd,Airbnb,1552,INR,20/02/2021,TRUE,14/05/2024
129552,Scott PLC,Apartments.com,2480.76,INR,14/04/2024,TRUE,07/11/2023
129553,Allison-Hernandez,Apartments.com,2465.76,INR,21/08/2020,FALSE,10/12/2024
129554,Rodgers Group,Realtor,3828.88,EUR,16/08/2021,FALSE,26/11/2020
129555,Frey-Martin,Airbnb,3035.87,EUR,01/05/2022,TRUE,11/04/2020
129556,Frank-Baker,Craigslist,3275.26,EUR,22/03/2023,TRUE,06/06/2021
129557,"Pearson, Diaz and Hampton",Zillow,2506.49,USD,10/02/2025,TRUE,29/12/2022
129558,Lawrence-Watson,Realtor,2329.15,USD,13/02/2022,FALSE,29/05/2022
129559,"Juarez, Lopez and Horton",Realtor,1459.78,USD,06/08/2022,FALSE,15/07/2023
129560,Perez Inc,Airbnb,2756.44,EUR,30/07/2021,TRUE,04/03/2021
129561,"Martinez, Stephenson and Estrada",Craigslist,4593.96,USD,14/11/2023,TRUE,22/04/2021
129562,"Cunningham, Ward and Weber",Apartments.com,3669.31,USD,20/08/2022,TRUE,17/03/2024
129563,"Turner, Nguyen and Nelson",Realtor,3978.93,USD,18/02/2023,TRUE,29/06/2022
129564,"Davis, Kirby and Wilson",Zillow,4944.28,EUR,15/10/2024,TRUE,14/06/2023
129565,"Charles, Rocha and Mckinney",Zillow,1909.57,USD,30/03/2020,FALSE,17/02/2021
129566,Davis-Walker,Zillow,1070.99,EUR,01/04/2022,FALSE,17/07/2024
129567,Rogers-Fuller,Airbnb,3629.82,INR,09/12/2023,TRUE,13/03/2022
129568,"Ray, Collins and Paul",Airbnb,3513.3,USD,17/05/2021,FALSE,29/06/2020
129569,Ramsey LLC,Airbnb,1993.07,EUR,07/11/2022,FALSE,27/03/2023
129570,"Welch, Richardson and Ward",Craigslist,2607.79,INR,27/12/2020,FALSE,19/04/2020
129571,Archer-Schwartz,Apartments.com,4921.33,USD,29/03/2023,TRUE,03/11/2022
129572,Burns-Stanley,Realtor,2768.55,USD,03/09/2022,FALSE,01/06/2022
129573,Parker-Torres,Realtor,2853.09,USD,19/08/2020,FALSE,17/07/2020
129574,"Bush, Charles and Nichols",Craigslist,2740.57,INR,28/11/2023,TRUE,23/08/2023
129575,"Bryant, Blake and Parker",Apartments.com,1590.03,INR,27/06/2024,TRUE,29/11/2022
129576,Nguyen Inc,Craigslist,1464.89,INR,03/06/2024,TRUE,27/08/2020
129577,Johnson-Campbell,Craigslist,4831.22,EUR,20/08/2022,TRUE,24/12/2023
129578,Patterson Ltd,Craigslist,1772.55,INR,11/09/2022,FALSE,19/11/2021
129579,Howard PLC,Realtor,1711.77,USD,29/11/2022,TRUE,28/04/2024
129580,Rodriguez-Thomas,Realtor,4412.85,EUR,21/04/2021,TRUE,23/07/2020
129581,Lewis and Sons,Apartments.com,1994.57,USD,28/01/2020,TRUE,13/06/2020
129582,"Hawkins, Lewis and Lucas",Airbnb,3944.38,INR,18/05/2024,TRUE,13/09/2023
129583,Jones-Everett,Zillow,1855,INR,27/10/2021,FALSE,20/01/2020
129584,Holt-Hess,Realtor,4452.59,USD,01/08/2020,FALSE,17/05/2023
129585,"Martin, Mason and Rivera",Airbnb,1393.31,EUR,17/01/2023,TRUE,06/06/2022
129586,Jones and Sons,Craigslist,2297.55,EUR,15/11/2024,TRUE,04/10/2022
129587,"Cline, Hughes and Davis",Apartments.com,2872.64,INR,20/07/2024,FALSE,17/01/2025
129588,"Ashley, Murray and Jackson",Craigslist,3411.82,USD,28/09/2021,FALSE,15/10/2023
129589,Anderson Group,Apartments.com,4586.63,USD,18/02/2022,FALSE,15/09/2020
129590,Lynch PLC,Realtor,1495.06,USD,05/06/2024,FALSE,19/10/2021
129591,"Bell, Fletcher and Ramos",Craigslist,3770.32,INR,22/07/2024,TRUE,09/07/2020
129592,Craig LLC,Airbnb,1798.72,EUR,13/10/2021,FALSE,30/03/2021
129593,Blankenship Inc,Craigslist,1558.76,USD,30/08/2023,TRUE,22/08/2022
129594,Chambers Group,Airbnb,3299.91,USD,01/03/2024,FALSE,26/01/2022
129595,"Calderon, Hansen and Stewart",Airbnb,4730.88,USD,16/08/2022,TRUE,17/11/2024
129596,"Harding, Stokes and Aguilar",Apartments.com,2141.61,USD,18/01/2025,FALSE,19/01/2023
129597,"Irwin, Donovan and Foster",Realtor,3320.07,INR,03/10/2023,FALSE,02/01/2021
129598,Thomas Inc,Airbnb,3066.21,INR,16/11/2023,TRUE,15/09/2021
129599,"Williams, Mcneil and Mcintyre",Zillow,1323.98,EUR,29/05/2024,FALSE,08/10/2020
129600,Castillo Group,Zillow,2404.79,EUR,06/10/2021,FALSE,31/01/2023
129601,Rogers and Sons,Apartments.com,3743.5,EUR,13/03/2022,TRUE,23/07/2023
129602,Martin Ltd,Airbnb,1214.35,INR,30/06/2024,FALSE,15/10/2021
129603,Benton Group,Realtor,1995.75,INR,16/05/2020,TRUE,09/12/2024
129604,Stone and Sons,Airbnb,1851.17,INR,04/06/2024,FALSE,13/07/2021
129605,Lee-Harris,Craigslist,1355.56,INR,30/07/2024,FALSE,07/06/2023
129606,Butler-Carpenter,Zillow,2443.54,INR,27/11/2023,TRUE,05/02/2020
129607,Glover and Sons,Airbnb,4054.38,EUR,10/03/2023,FALSE,06/04/2022
129608,"Cook, Flores and Moore",Realtor,2277.14,USD,30/05/2020,TRUE,15/06/2020
129609,"Osborne, Gonzalez and Matthews",Airbnb,4920.04,USD,28/02/2025,TRUE,09/02/2021
129610,Reed Ltd,Zillow,2142.5,EUR,02/05/2021,TRUE,12/07/2023
129611,"Peterson, Wiley and Cole",Zillow,2926.22,EUR,14/02/2025,TRUE,24/08/2023
129612,Clayton-Chung,Airbnb,1562.68,USD,19/08/2024,TRUE,19/04/2024
129613,Hamilton and Sons,Craigslist,3148.76,EUR,13/06/2023,TRUE,10/10/2023
129614,"Rodgers, Henry and Palmer",Zillow,3172.27,EUR,11/08/2021,FALSE,31/07/2021
129615,Ramirez and Sons,Zillow,3575.35,EUR,20/03/2021,TRUE,30/01/2025
129616,"Patterson, Hubbard and Black",Realtor,3585.82,INR,23/04/2020,FALSE,14/01/2024
129617,"Reyes, Lopez and Stewart",Apartments.com,1222.52,INR,16/03/2020,FALSE,15/04/2021
129618,"Lewis, Smith and Harrington",Craigslist,1744.57,EUR,06/09/2024,TRUE,21/09/2023
129619,Wilkerson and Sons,Craigslist,3369.26,EUR,01/05/2021,TRUE,20/04/2022
129620,Johnson-Patrick,Craigslist,4077.73,USD,19/05/2022,FALSE,09/11/2020
129621,"Carter, Krause and Guerrero",Apartments.com,3815.44,EUR,10/02/2021,FALSE,12/02/2021
129622,"Reynolds, Sellers and Gomez",Zillow,2338.23,INR,25/07/2024,FALSE,11/09/2024
129623,Davis Ltd,Airbnb,4498.31,EUR,01/01/2023,FALSE,31/10/2021
129624,Hernandez Ltd,Airbnb,1531.36,USD,21/04/2021,TRUE,19/06/2020
129625,Cantrell Ltd,Apartments.com,3143.15,EUR,01/09/2021,TRUE,21/06/2022
129626,Hicks LLC,Apartments.com,4619.58,EUR,05/09/2024,FALSE,04/03/2021
129627,Atkinson Inc,Zillow,4423.64,INR,01/03/2022,FALSE,21/07/2021
129628,"Owens, Martinez and Jackson",Apartments.com,4568.11,USD,21/10/2020,FALSE,19/10/2021
129629,Byrd Ltd,Realtor,1489.68,EUR,04/03/2023,TRUE,10/07/2021
129630,Montoya-Caldwell,Realtor,3061.77,INR,13/01/2022,TRUE,13/11/2024
129631,"Carey, Huerta and Johnson",Craigslist,2349.23,EUR,02/10/2021,TRUE,03/05/2022
129632,Gutierrez Inc,Apartments.com,1812.86,INR,01/03/2024,TRUE,18/01/2021
129633,Shelton-Robertson,Airbnb,3730.35,INR,12/09/2022,TRUE,15/06/2021
129634,Roth-Terry,Realtor,2067.87,INR,06/09/2023,TRUE,18/08/2024
129635,Ellis-Reyes,Realtor,4965.29,INR,30/11/2024,TRUE,01/08/2024
129636,Brown and Sons,Zillow,1704.97,EUR,18/10/2023,FALSE,22/02/2022
129637,Dorsey PLC,Realtor,2337.71,INR,06/04/2023,FALSE,02/09/2020
129638,White-Wilson,Airbnb,4813.79,USD,13/08/2020,TRUE,29/09/2023
129639,Anderson-Mccall,Apartments.com,4454.24,INR,09/10/2024,TRUE,13/10/2021
129640,Davis Ltd,Craigslist,2222.59,INR,21/05/2024,FALSE,14/10/2023
129641,Torres LLC,Realtor,1969.25,USD,26/07/2024,TRUE,19/03/2023
129642,Garcia-Singh,Apartments.com,4639.5,INR,17/08/2020,TRUE,18/04/2023
129643,Price and Sons,Craigslist,1377.26,EUR,09/02/2023,FALSE,13/04/2023
129644,Daniels Group,Airbnb,2928.22,USD,22/11/2022,TRUE,28/03/2023
129645,Stark and Sons,Airbnb,4665.09,INR,28/02/2023,FALSE,10/11/2020
129646,"Casey, Bell and Anderson",Zillow,3292.54,INR,08/06/2024,TRUE,21/05/2023
129647,"Mitchell, Sullivan and Trujillo",Apartments.com,3139.36,INR,19/09/2022,FALSE,01/05/2021
129648,Turner-Ford,Airbnb,4392.1,EUR,26/08/2022,FALSE,10/08/2022
129649,Noble Ltd,Realtor,1844.95,EUR,01/03/2022,TRUE,14/11/2020
129650,Patterson-Small,Craigslist,4307.2,INR,30/10/2023,FALSE,08/01/2020
129651,"Smith, Chan and Rosario",Airbnb,1074.14,INR,29/11/2022,FALSE,23/11/2024
129652,Morris Ltd,Craigslist,2572.27,EUR,28/07/2023,FALSE,06/04/2020
129653,Watson and Sons,Realtor,1961.78,INR,15/07/2023,TRUE,13/11/2023
129654,Joseph and Sons,Apartments.com,2861.91,EUR,28/07/2020,TRUE,23/11/2020
129655,Lewis LLC,Craigslist,2923.71,USD,25/07/2021,TRUE,25/10/2023
129656,Richardson Group,Airbnb,2101.55,INR,27/03/2020,TRUE,07/05/2021
129657,Thomas and Sons,Airbnb,1323.65,EUR,13/11/2024,TRUE,14/09/2023
129658,"Moran, Patel and Taylor",Airbnb,1980.32,EUR,25/12/2024,TRUE,18/05/2023
129659,Barnes Ltd,Realtor,3130.09,USD,20/12/2024,TRUE,26/01/2020
129660,Rogers-Turner,Zillow,4201.59,INR,07/09/2023,TRUE,05/03/2025
129661,"Haynes, Ingram and Mueller",Apartments.com,4556.02,INR,18/03/2023,TRUE,16/01/2024
129662,"Gates, Reynolds and Jefferson",Realtor,3915.26,EUR,09/03/2022,FALSE,20/01/2022
129663,Sharp-Khan,Airbnb,3449.11,INR,15/12/2022,FALSE,10/05/2023
129664,"Ramirez, Chaney and Henderson",Airbnb,4410.7,USD,26/01/2021,FALSE,03/02/2024
129665,"Jones, Hawkins and Parker",Apartments.com,4534.63,EUR,23/06/2024,FALSE,22/12/2022
129666,Randall-Flores,Airbnb,3481.63,USD,18/08/2020,TRUE,16/12/2021
129667,"Davis, Estrada and Allison",Zillow,2912.53,INR,31/12/2024,TRUE,12/01/2023
129668,"Gibbs, Chavez and Collins",Realtor,4782.29,USD,25/02/2023,FALSE,21/07/2023
129669,Henry Group,Zillow,4490.72,EUR,19/10/2023,FALSE,11/02/2025
129670,Vargas-Howard,Craigslist,2552.84,EUR,13/10/2021,FALSE,16/10/2020
129671,Gallegos Ltd,Zillow,1890.71,INR,09/10/2024,FALSE,08/12/2024
129672,Pruitt-Turner,Zillow,3706.28,INR,10/01/2021,FALSE,11/03/2024
129673,Contreras Inc,Airbnb,1747.15,USD,21/10/2022,FALSE,15/04/2022
129674,Welch PLC,Apartments.com,4754.18,EUR,01/05/2024,FALSE,12/08/2020
129675,Reed-Ruiz,Airbnb,3634.09,INR,23/01/2020,TRUE,25/03/2023
129676,"Lopez, Brooks and Sims",Zillow,4537.63,EUR,05/02/2020,TRUE,19/02/2025
129677,"George, Watson and Collins",Apartments.com,2490.49,EUR,02/03/2023,TRUE,28/05/2020
129678,Preston and Sons,Zillow,2666.72,INR,12/04/2021,TRUE,29/07/2024
129679,"Mosley, Jones and Jones",Apartments.com,3774.95,USD,06/04/2020,TRUE,11/10/2022
129680,Andersen Group,Apartments.com,2218.08,USD,18/05/2021,FALSE,08/01/2025
129681,Cain-Beasley,Craigslist,3909.02,INR,10/09/2023,TRUE,20/11/2023
129682,Dyer LLC,Airbnb,1336.45,USD,12/02/2023,FALSE,20/03/2021
129683,"Sellers, Yates and Parrish",Realtor,3383.01,INR,18/01/2022,FALSE,01/11/2023
129684,Taylor Ltd,Apartments.com,1797.31,EUR,11/07/2022,FALSE,30/11/2024
129685,"Lee, Johnson and Francis",Realtor,3746.81,EUR,27/09/2023,FALSE,17/05/2020
129686,Hamilton PLC,Zillow,3269.41,EUR,04/03/2020,FALSE,08/03/2024
129687,Jackson-Hicks,Zillow,4489.55,USD,05/12/2022,TRUE,12/03/2022
129688,"Sosa, Harris and Bridges",Craigslist,2177.66,INR,30/10/2020,FALSE,22/12/2020
129689,Gonzalez LLC,Zillow,2455.86,INR,18/12/2021,FALSE,07/01/2020
129690,Taylor-Gonzalez,Airbnb,2412.63,USD,13/02/2023,FALSE,28/05/2023
129691,Lester Inc,Zillow,1393.38,INR,31/01/2020,TRUE,03/02/2023
129692,Garcia Ltd,Apartments.com,1855.38,INR,15/07/2021,TRUE,17/08/2022
129693,Medina-Garcia,Craigslist,4868.5,USD,03/02/2024,FALSE,27/04/2023
129694,"Daniel, Smith and Duncan",Realtor,1190.18,USD,03/07/2023,FALSE,12/05/2020
129695,Li-Middleton,Zillow,3809.29,EUR,21/12/2020,TRUE,06/10/2022
129696,"Smith, Johnson and Morris",Zillow,4984.2,EUR,01/03/2024,TRUE,25/06/2020
129697,"Williams, Huff and Miller",Airbnb,4897.61,INR,16/11/2021,TRUE,02/10/2022
129698,Palmer-Wallace,Apartments.com,4837.95,USD,07/03/2025,FALSE,31/12/2023
129699,Sosa Ltd,Zillow,1262.23,EUR,21/06/2020,TRUE,01/05/2021
129700,Rogers PLC,Airbnb,4435.43,INR,18/12/2023,TRUE,20/11/2021
129701,Downs LLC,Zillow,3291.04,INR,01/06/2020,FALSE,07/11/2022
129702,Dean-Torres,Zillow,2238.84,EUR,29/03/2020,TRUE,17/08/2020
129703,"Schmidt, Andrews and Ortiz",Apartments.com,4735.85,INR,19/07/2021,TRUE,27/02/2022
129704,"Cohen, Ayala and Jenkins",Airbnb,1486.6,EUR,13/10/2020,TRUE,16/03/2022
129705,"Dillon, Hutchinson and Rodriguez",Zillow,4485.43,USD,24/03/2025,FALSE,31/08/2024
129706,Rubio-Wise,Zillow,3718.46,EUR,09/10/2023,TRUE,01/07/2021
129707,"Haynes, Foley and Huynh",Craigslist,2340.4,EUR,20/08/2021,FALSE,16/12/2020
129708,Weber-Wade,Apartments.com,4580.1,USD,14/01/2022,FALSE,11/07/2020
129709,"Lane, Pierce and Miller",Apartments.com,1472.14,USD,21/08/2022,TRUE,03/06/2021
129710,"Little, Ramos and Moore",Airbnb,2526.14,USD,08/09/2020,TRUE,16/09/2022
129711,"Davis, Brown and Little",Zillow,3754.72,EUR,22/09/2022,FALSE,25/05/2023
129712,Hale-Clark,Airbnb,1261.6,EUR,03/01/2022,TRUE,05/06/2021
129713,Cisneros-Griffin,Craigslist,1767.82,INR,07/04/2024,FALSE,29/09/2020
129714,"Adams, Peters and Dean",Craigslist,1035.08,EUR,17/11/2023,TRUE,18/03/2025
129715,"Guzman, Fuller and Parsons",Craigslist,1906.25,EUR,11/11/2022,TRUE,24/01/2025
129716,Edwards-Lewis,Airbnb,4387.18,EUR,17/08/2023,FALSE,07/02/2024
129717,Jackson LLC,Realtor,1058.61,USD,16/03/2021,TRUE,03/05/2020
129718,Jones-Carlson,Craigslist,2246.24,USD,03/01/2024,TRUE,04/09/2022
129719,Williams Inc,Craigslist,1156.68,USD,05/12/2021,TRUE,20/04/2022
129720,Campbell Group,Craigslist,4245.91,USD,20/10/2023,TRUE,07/08/2024
129721,Cook Group,Apartments.com,2700.13,EUR,02/01/2023,FALSE,11/08/2020
129722,Fuentes-Carter,Realtor,2193.96,USD,27/08/2024,TRUE,31/10/2020
129723,"Oliver, Coleman and Taylor",Airbnb,2384.77,USD,17/11/2022,FALSE,05/07/2023
129724,"Young, Oneal and Myers",Craigslist,1105.06,EUR,31/12/2023,FALSE,12/09/2023
129725,Chavez-Whitney,Realtor,4946.88,EUR,07/04/2021,TRUE,01/03/2022
129726,"Odonnell, Martin and Carter",Realtor,4513.63,USD,08/07/2023,TRUE,27/08/2023
129727,Wagner-Flores,Zillow,3018,USD,14/09/2020,FALSE,07/03/2025
129728,"Middleton, Jackson and Hunter",Craigslist,2723.32,EUR,22/03/2025,FALSE,17/08/2022
129729,Young LLC,Craigslist,4234.53,USD,08/06/2024,FALSE,21/11/2024
129730,"Meyer, Jacobs and Short",Airbnb,4662.32,USD,03/04/2021,FALSE,25/07/2021
129731,"Mccullough, Vaughn and Hall",Craigslist,3779.41,USD,14/11/2022,FALSE,30/05/2024
129732,"Manning, Prince and Peterson",Zillow,1635.83,INR,06/05/2023,FALSE,30/12/2020
129733,"Sherman, Robinson and West",Apartments.com,2469.47,INR,20/02/2024,FALSE,12/02/2022
129734,Mcclain-Walker,Realtor,1596.74,INR,30/03/2023,FALSE,26/01/2023
129735,"Wright, Burke and Blake",Apartments.com,1501.18,INR,25/12/2022,TRUE,08/01/2022
129736,Moore-Moss,Realtor,4735.01,USD,02/09/2020,FALSE,29/12/2024
129737,"Larson, Parker and Cole",Zillow,1741.91,USD,21/01/2020,FALSE,13/09/2020
129738,Leon-Walker,Zillow,1114.07,INR,24/08/2022,TRUE,06/11/2020
129739,Dodson Ltd,Apartments.com,1626.17,EUR,07/04/2021,TRUE,29/04/2022
129740,Pena-Clark,Zillow,3878.66,USD,08/05/2020,FALSE,02/09/2024
129741,Velasquez-York,Zillow,3322.11,EUR,08/09/2023,FALSE,26/12/2020
129742,Drake PLC,Apartments.com,4158.93,EUR,06/10/2022,TRUE,18/08/2020
129743,Perry-Pena,Zillow,3797.13,INR,26/03/2021,TRUE,09/07/2023
129744,Little Group,Airbnb,3630.72,EUR,13/03/2024,TRUE,17/08/2022
129745,Cummings Ltd,Zillow,4527.09,INR,05/07/2022,TRUE,13/12/2024
129746,Brown-Ortiz,Airbnb,2314.62,INR,18/01/2021,FALSE,09/03/2021
129747,Vazquez-Browning,Realtor,1422.15,EUR,08/12/2023,TRUE,20/02/2024
129748,Smith-Terry,Craigslist,1637.15,INR,27/07/2022,TRUE,25/05/2020
129749,"Scott, Chapman and Murphy",Craigslist,2016.41,INR,12/10/2023,TRUE,16/12/2021
129750,Richards-Coleman,Realtor,1605.99,EUR,09/05/2020,FALSE,04/08/2020
129751,Davis Ltd,Airbnb,4736.17,USD,13/01/2023,FALSE,20/11/2023
129752,"Phillips, Hall and Davis",Realtor,3081.24,USD,11/10/2021,FALSE,23/09/2023
129753,Mcdonald-Black,Zillow,1113.86,INR,28/02/2024,FALSE,29/04/2023
129754,"Duncan, Romero and Myers",Airbnb,4145.83,EUR,06/10/2021,TRUE,06/05/2020
129755,"Andersen, Reynolds and Lewis",Apartments.com,4591.61,INR,14/07/2020,FALSE,07/08/2023
129756,Nguyen LLC,Craigslist,3456.94,EUR,15/01/2024,FALSE,04/07/2021
129757,Irwin PLC,Zillow,1117.26,USD,03/04/2021,FALSE,16/11/2021
129758,Gibbs PLC,Craigslist,2979.86,USD,17/06/2024,TRUE,22/01/2025
129759,Smith-Miller,Apartments.com,2008.76,USD,27/12/2020,TRUE,06/01/2020
129760,Hickman Ltd,Apartments.com,4065.51,USD,08/07/2021,FALSE,08/03/2024
129761,"Hayes, Munoz and Jones",Airbnb,3985.43,INR,02/09/2020,TRUE,19/06/2021
129762,Benjamin-White,Zillow,1747.03,USD,13/01/2020,TRUE,20/09/2023
129763,Newman-Hensley,Airbnb,1774.66,EUR,12/01/2025,TRUE,11/04/2023
129764,Kane-Mora,Realtor,1889.31,USD,04/07/2020,TRUE,30/11/2024
129765,"Lawrence, Jimenez and Harvey",Apartments.com,1076.75,EUR,26/07/2020,TRUE,12/06/2020
129766,Gibbs Group,Zillow,3130.65,USD,01/03/2024,FALSE,31/03/2021
129767,Burton PLC,Airbnb,4133.86,INR,05/01/2023,FALSE,06/01/2020
129768,"Kelly, Wilson and Byrd",Airbnb,3802.14,INR,06/01/2022,FALSE,26/08/2021
129769,Daniel-Brown,Realtor,2903.81,USD,08/12/2022,FALSE,04/06/2023
129770,Alexander PLC,Realtor,2976.21,EUR,24/10/2023,TRUE,27/06/2021
129771,Perez-Moore,Apartments.com,4060.46,INR,16/02/2021,FALSE,18/01/2022
129772,Bender-Meyer,Apartments.com,4461.45,INR,10/02/2021,FALSE,27/02/2021
129773,Gonzalez-Todd,Zillow,4355.32,EUR,17/04/2023,TRUE,14/05/2022
129774,Aguilar Inc,Apartments.com,2299.54,EUR,23/03/2024,FALSE,24/06/2021
129775,"Decker, Hernandez and Watson",Zillow,3387.69,INR,25/04/2023,FALSE,20/08/2024
129776,"Alvarez, Cooper and Brandt",Realtor,4941.06,INR,05/09/2024,FALSE,18/01/2021
129777,"Jackson, Casey and Diaz",Craigslist,3852.62,EUR,03/03/2021,FALSE,07/06/2023
129778,Garcia-Stafford,Apartments.com,2371.69,INR,18/02/2024,TRUE,11/06/2020
129779,Lopez Group,Zillow,4795.72,INR,11/02/2022,FALSE,26/03/2020
129780,"Lee, Lopez and Taylor",Airbnb,3274.59,INR,15/08/2024,FALSE,21/01/2024
129781,Wade-Krueger,Airbnb,4060.49,INR,04/12/2021,FALSE,14/01/2021
129782,"Fitzpatrick, Burton and Johnson",Realtor,4158.39,EUR,12/12/2024,FALSE,28/05/2021
129783,Perez-Williams,Airbnb,3513.71,EUR,03/12/2020,TRUE,23/01/2020
129784,"Ward, Hale and Barker",Apartments.com,4590.78,INR,24/07/2020,TRUE,20/05/2020
